Mod:Item:MetaData, Localized Name
srparasites:infestedbush:4, Infested Vein Coil
srparasites:infestedbush:5, Infested Vein Roots
srparasites:bloodyice, Bloody Ice
srparasites:biomeheart, Hive Core
srparasites:colonyheart, Parasitic Colony Core
srparasites:colonyoutpost, Parasitic Colony Outpost
srparasites:biomepurifier, §bBiome Purifier
srparasites:parasitebush:0, Capillary Net
srparasites:parasitebush:1, Nerve Ringlet
srparasites:parasitebush:2, Parasitic Vesicle
srparasites:parasitebush:3, Terminal Blinder
srparasites:parasitebush:4, Small Incisor
srparasites:parasitecanister:0, §aBladder Sac
srparasites:parasitecanister:1, Vacuous Cyst
srparasites:parasitecanister:2, Grotesque Lump
srparasites:parasitecanister:3, Sac of Flesh
srparasites:parasitetrunk:0, Bruisewood Log
srparasites:parasitetrunk:1, Veinwood Log
srparasites:parasitetrunk:2, Darkwood Log
srparasites:parasitestain:0, Hivesoil
srparasites:parasitestain:1, Visceral Mud
srparasites:parasitestain:2, Flesh Chunk
srparasites:parasitestain:3, Compressed Arteries
srparasites:parasiterubble:0, Concentrated Flesh Chunk
srparasites:parasiterubble:1, Fortified Bone
srparasites:parasiterubble:2, Hivestone
srparasites:parasiterubble:3, Hivestone Debris
srparasites:parasiterubble:4, Consumed Wood
srparasites:parasiterubble:5, Hivestone Bricks
srparasites:parasiterubble:6, Hivesteel
srparasites:parasiterubble:7, Bleeding Obsidian
srparasites:parasiterubble:8, Assimilated Fungus
srparasites:parasitestructure, Incomplete Parasitic Colony Structure
srparasites:parasitethin, Thin Parasitic Log
srparasites:parasitesapling:0, Veinwood Sapling
srparasites:parasitesapling:1, Eyesore Sapling
srparasites:parasitesapling:2, Darkwood Sapling
srparasites:parasitemouth, Maw
srparasites:parasiterubbledense:0, Compressed Hivestone
srparasites:parasiterubbledense:1, Reinforced Hivestone
srparasites:parasiterubbledense:2, Parasitic Compressed Colony Stone
srparasites:parasiterubble_bonestairs, Fortified Bone Stairs
srparasites:parasitestain_fleshstairs, Flesh Chunk Stairs
srparasites:parasiterubble_slabdouble, Fortified Bone
srparasites:parasitetendril, Parasitic Tendril
srparasites:parasitefog, Fog
srparasites:srpweb:0, §8Thin Webbing
srparasites:srpweb:1, §aToxicant Webbing
srparasites:srpweb:2, §8Tarnished Webbing
srparasites:evolutionlure:0, Lure (§4Weakened§f)
srparasites:evolutionlure:1, Lure (§cFaint§f)
srparasites:evolutionlure:2, Lure (§6Slender§f)
srparasites:evolutionlure:3, Lure (§eStable§f)
srparasites:evolutionlure:4, Lure (§2Substantial§f)
srparasites:evolutionlure:5, Lure (§aConcentrated§f)
srparasites:evolutionlure:6, Lure (§bConcentrated+§f)
srparasites:evolutionlure:7, Lure (§dConcentrated++§f)
srparasites:evolutionlure:8, tile.srparasites.evolutionlure_nine.name
srparasites:evolutionlure:9, tile.srparasites.evolutionlure_ten.name
srparasites:tunnel, Tunnel
srparasites:gore:0, Assimilated Remains (S)
srparasites:gore:1, Assimilated Remains (L)
srparasites:gore:2, Primitive Remains (S)
srparasites:gore:3, Primitive Remains (L)
srparasites:gore:4, Adapted Remains (S)
srparasites:gore:5, Adapted Remains (L)
srparasites:gore:6, Pure Remains (S)
srparasites:gore:7, Pure Remains (L)
srparasites:gore:8, Assimilated Remains (M)
srparasites:gore:9, Primitive Remains (M)
srparasites:gore:10, Adapted Remains (M)
srparasites:gore:11, Pure Remains (M)
srparasites:canisteractive, Gluttonous Cyst
srparasites:dispatchern, §cDispatcher Nidus
srparasites:infestedore:0, Pestilential Coal Ore
srparasites:infestedore:1, Pestilential Diamond Ore
srparasites:infestedore:2, Pestilential Emerald Ore
srparasites:infestedore:3, Pestilential Gold Ore
srparasites:infestedore:4, Pestilential Iron Ore
srparasites:infestedore:5, Pestilential Lapis Lazuli Ore
srparasites:infestedore:6, Pestilential Redstone Ore
srparasites:infestedore:7, Pestilential Ore
srparasites:ada_summoner_drop, §bSummoner Core
srparasites:ada_yelloweye_drop, §bYelloweye Bone
srparasites:ada_manducater_drop, §bManducater Orb
srparasites:ada_reeker_drop, §bReeker Fang
srparasites:ada_longarms_drop, §bLongarm Armor Fragment
srparasites:ada_bolster_drop, §bBolster Husk
srparasites:ada_arachnida_drop, §bArachnida Claw
srparasites:ada_devourer_drop, §bDevourer Tentacle
srparasites:assimilated_flesh, Infected Flesh
srparasites:beckon_drop, §aBeckon Membrane
srparasites:dispatcher_drop, §cDispatcher Membrane
srparasites:itemtab, §dNULL
srparasites:itemassimilate, Assimilation Wand
srparasites:itemevolve, Evolution Wand
srparasites:itemdevolve, Devolution Wand
srparasites:itemvariant, Variant Wand
srparasites:itemthrow, §6Quench
srparasites:evclock, §cBloody Clock
srparasites:nodecompass, §cNode Compass
srparasites:dried_tendons, §eDried Tendons
srparasites:hardened_bone_handle, §eHardened Bone Handle
srparasites:infectious_blade_fragment, §eInfectious Blade Fragment
srparasites:living_core, §eLiving Core
srparasites:vile_shell, §eVile Shell
srparasites:bone, §eStrange Bone
srparasites:lurecomponent1, §bRupter Viscera
srparasites:lurecomponent2, §bDiseased Heart
srparasites:lurecomponent3, §bAltered Tendons
srparasites:lurecomponent4, §bToxic Lung
srparasites:lurecomponent5, §bNoxious Brain
srparasites:lurecomponent6, §bEssential Segment
srparasites:itemmobspawner_dorpa, Spawn Assimilated Big Spider
srparasites:itemmobspawner_infsquid, Spawn Assimilated Squid
srparasites:itemmobspawner_infbear, Spawn Assimilated Bear
srparasites:itemmobspawner_infhuman, Spawn Assimilated Human
srparasites:itemmobspawner_infhumanhead, Spawn Walking Human Head
srparasites:itemmobspawner_infenderman, Spawn Assimilated Enderman 
srparasites:itemmobspawner_infendermanhead, Spawn Walking Enderman Head
srparasites:itemmobspawner_infcow, Spawn Assimilated Cow
srparasites:itemmobspawner_infcowhead, Spawn Walking Cow Head
srparasites:itemmobspawner_infsheep, Spawn Assimilated Sheep
srparasites:itemmobspawner_infsheephead, Spawn Walking Sheep Head
srparasites:itemmobspawner_infwolf, Spawn Assimilated Wolf
srparasites:itemmobspawner_infwolfhead, Spawn Walking Wolf Head
srparasites:itemmobspawner_infpig, Spawn Assimilated Pig
srparasites:itemmobspawner_infpighead, Spawn Walking Pig Head
srparasites:itemmobspawner_infvillager, Spawn Assimilated Villager
srparasites:itemmobspawner_infvillagerhead, Spawn Walking Villager Head
srparasites:itemmobspawner_inhoos, Spawn Small Incomplete Form
srparasites:itemmobspawner_inhoom, Spawn Medium Incomplete Form
srparasites:itemmobspawner_infhorse, Spawn Assimilated Horse
srparasites:itemmobspawner_infhorsehead, Spawn Walking Horse Head
srparasites:itemmobspawner_infplayer, Spawn Assimilated Adventurer
srparasites:itemmobspawner_infplayerhead, Spawn Walking Adventurer Head
srparasites:itemmobspawner_infdragone, Spawn Assimilated Ender Dragon
srparasites:itemmobspawner_infdragonehead, Spawn Walking Ender Dragon Head
srparasites:itemmobspawner_ferbear, Spawn Feral Bear
srparasites:itemmobspawner_ferhuman, Spawn Feral Human
srparasites:itemmobspawner_fercow, Spawn Feral Cow
srparasites:itemmobspawner_ferenderman, Spawn Feral Enderman
srparasites:itemmobspawner_ferhorse, Spawn Feral Horse
srparasites:itemmobspawner_ferpig, Spawn Feral Pig
srparasites:itemmobspawner_fersheep, Spawn Feral Sheep
srparasites:itemmobspawner_fervillager, Spawn Feral Villager
srparasites:itemmobspawner_ferwolf, Spawn Feral Wolf
srparasites:itemmobspawner_higolem, Spawn Hijacked Golem
srparasites:itemmobspawner_hiblaze, Spawn Hijacked Blaze
srparasites:itemmobspawner_hiskeleton, Spawn Hijacked Skeleton
srparasites:itemmobspawner_host, Spawn Host
srparasites:itemmobspawner_hostii, Spawn Herd
srparasites:itemmobspawner_heed, Spawn Heed
srparasites:itemmobspawner_cruxa, Spawn Crux
srparasites:itemmobspawner_mes, Spawn Thrall
srparasites:itemmobspawner_lesh, Spawn Moving Flesh
srparasites:itemmobspawner_shyco, Spawn Primitive Longarms
srparasites:itemmobspawner_canra, Spawn Primitive Summoner
srparasites:itemmobspawner_nogla, Spawn Primitive Reeker
srparasites:itemmobspawner_hull, Spawn Primitive Manducater
srparasites:itemmobspawner_emana, Spawn Primitive Yelloweye
srparasites:itemmobspawner_bano, Spawn Primitive Bolster
srparasites:itemmobspawner_wymo, Spawn Primitive Tozoon 
srparasites:itemmobspawner_iki, Spawn Primitive Vermin
srparasites:itemmobspawner_ranrac, Spawn Primitive Arachnida
srparasites:itemmobspawner_lum, Spawn Primitive Devourer
srparasites:itemmobspawner_shycoadapted, Spawn Adapted Longarms
srparasites:itemmobspawner_canraadapted, Spawn Adapted Summoner
srparasites:itemmobspawner_noglaadapted, Spawn Adapted Reeker
srparasites:itemmobspawner_hulladapted, Spawn Adapted Manducater
srparasites:itemmobspawner_emanaadapted, Spawn Adapted Yelloweye
srparasites:itemmobspawner_banoadapted, Spawn Adapted Bolster
srparasites:itemmobspawner_ranracadapted, Spawn Adapted Arachnida
srparasites:itemmobspawner_lodo, Spawn Buglin
srparasites:itemmobspawner_mudo, Spawn Rupter
srparasites:itemmobspawner_nuuh, Spawn Mangler
srparasites:itemmobspawner_ata, Spawn Gnat
srparasites:itemmobspawner_rathol, Spawn Heavy Carrier
srparasites:itemmobspawner_gothol, Spawn Light Carrier
srparasites:itemmobspawner_buthol, Spawn Flying Carrier
srparasites:itemmobspawner_anged, Spawn Vigilante
srparasites:itemmobspawner_venkrol, Spawn Beckon Stage I
srparasites:itemmobspawner_venkrolsii, Spawn Beckon Stage II
srparasites:itemmobspawner_venkrolsiii, Spawn Beckon Stage III
srparasites:itemmobspawner_venkrolsiv, Spawn Beckon Stage IV
srparasites:itemmobspawner_tonro, Spawn Kyphosis
srparasites:itemmobspawner_unvo, Spawn Sentry 
srparasites:itemmobspawner_nak, Spawn Seizer
srparasites:itemmobspawner_dod, Spawn Dispatcher Stage I
srparasites:itemmobspawner_dodsii, Spawn Dispatcher Stage II
srparasites:itemmobspawner_dodsiii, Spawn Dispatcher Stage III
srparasites:itemmobspawner_dodsiv, Spawn Dispatcher Stage IV
srparasites:itemmobspawner_alafha, Spawn Overseer
srparasites:itemmobspawner_ganro, Spawn Warden
srparasites:itemmobspawner_omboo, Spawn Light Bomber
srparasites:itemmobspawner_esor, Spawn Marauder
srparasites:itemmobspawner_orch, Spawn Monarch 
srparasites:itemmobspawner_flog, Spawn Grunt
srparasites:itemmobspawner_jinjo, Spawn Heavy Bomber
srparasites:itemmobspawner_pheon, Spawn Haunter
srparasites:itemmobspawner_vesta, Spawn Colony Carrier
srparasites:itemmobspawner_lencia, Spawn Bogle
srparasites:itemmobspawner_elvia, Spawn Wraith
srparasites:itemmobspawner_oronco, Spawn Ancient Dreadnaut
srparasites:itemmobspawner_terla, Spawn Ancient Overlord
srparasites:itemmobspawner_pod, Spawn Pod
srparasites:weapon_scythe, §eLiving Scythe
srparasites:weapon_scythe_sentient, §6Sentient Greatscythe
srparasites:weapon_axe, §eLiving Axe
srparasites:weapon_axe_sentient, §6Sentient Greataxe
srparasites:weapon_sword, §eLiving Sword
srparasites:weapon_sword_sentient, §6Sentient Greatsword
srparasites:weapon_cleaver, §eLiving Cleaver
srparasites:weapon_cleaver_sentient, §6Sentient Greatcleaver
srparasites:weapon_bow, §eLiving Bow
srparasites:weapon_bow_sentient, §6Sentient Greatbow
srparasites:weapon_maul, §eLiving Maul 
srparasites:weapon_maul_sentient, §6Sentient Greatmaul
srparasites:weapon_lance, §eLiving Lance
srparasites:weapon_lance_sentient, §6Sentient Greatlance
srparasites:armor_helm, §eLiving Helm
srparasites:armor_chest, §eLiving Chest
srparasites:armor_pants, §eLiving Pants
srparasites:armor_boots, §eLiving Boots
srparasites:armor_helm_sentient, §6Sentient Helm
srparasites:armor_chest_sentient, §6Sentient Chest
srparasites:armor_pants_sentient, §6Sentient Pants
srparasites:armor_boots_sentient, §6Sentient Boots
bq_standard:loot_chest, Loot Chest
superfactorymanager:cable_relay:0, Inventory Relay
superfactorymanager:cable_relay:8, Advanced Inventory Relay
superfactorymanager:cable_intake:0, Item Valve
superfactorymanager:cable_intake:8, Rapid Item Valve
superfactorymanager:cable_cluster:0, Cable Cluster
superfactorymanager:cable_cluster:8, Advanced Cable Cluster
superfactorymanager:cable_camouflage:0, Cable Camouflage
superfactorymanager:cable_camouflage:1, Double Sided Cable Camouflage
superfactorymanager:cable_camouflage:2, Transforming Cable Camouflage
superfactorymanager:manager, Machine Inventory Manager
superfactorymanager:cable, Inventory Cable
superfactorymanager:cable_output, Redstone Emitter
superfactorymanager:cable_input, Redstone Receiver
superfactorymanager:cable_bud, Block Detector
superfactorymanager:cable_breaker, Block Gate
superfactorymanager:cable_sign, Sign Updater
superfactorymanager:disk, Memory Disc
switchbow:arrowdispenser, Arrow-Dispenser
switchbow:podest, Pedestal
switchbow:switchbow, Switch-Bow
switchbow:switchcrossbow, Switch-Crossbow
switchbow:quiver, Quiver
switchbow:magicquiver, Big-Quiver
switchbow:lovepotion, Love-Potion
switchbow:arrowlightningbolt, Lightning-Arrow
switchbow:arrowtnt, TNT-Arrow
switchbow:arrowfrost, Frost-Arrow
switchbow:arrowair, Air-Arrow
switchbow:arrowenderperle, Teleport-Arrow
switchbow:arrowvampier, Vampire-Arrow
switchbow:arrowwither, Wither-Arrow
switchbow:arrowtorch, Torch-Arrow
switchbow:arrowsplit, Sliver-Arrow
switchbow:arrowunderwater, Underwater-Arrow
switchbow:arrowdiamond, Reinforced Arrow
switchbow:arrowlove, Love-Arrow
switchbow:arrowfire, Fire-Arrow
switchbow:arrowbone, Bone-Arrow
switchbow:arrowfirework, Rocket-Arrow
switchbow:arrowsplitlove, Love-Arrow (AOE)
switchbow:arrowluck, Luck-Arrow
switchbow:arrowredstone, Redstone-Arrow
switchbow:arrowburial, Burial-Arrow
switchbow:arrowchorus, Chorus-Arrow
switchbow:arrowsprinkler, Sprinkler-Arrow
switchbow:arrowdragonbreath, Dragon-Arrow
switchbow:arrowtriple, Triple-Arrow
switchbow:arrowprotector, Protector-Arrow
switchbow:arrowknockback, Knockback-Arrow
switchbow:arrowbouncy, Bouncy-Arrow
switchbow:arrowofthesearcher, Arrow of the Searcher
switchbow:arrowpiercing, Piercing-Arrow
switchbow:arrowlightningboltstorm, Lightningstorm-Arrow
switchbow:arrowboneaoe, Bone-Arrow(AOE)
switchbow:arrowsplitupgrade, Transforming Sliver-Arrow
switchbow:arrowburialaoe, Burial-Arrow(AOE)
switchbow:arrowfireupgrade, FireStorm-Arrow
switchbow:arrowluckupgrade, Transforming Luck-Arrow
switchbow:arrowairupgrade, Air-Arrow(AOE)
switchbow:arrowsplitloveupgrade, Transforming Love-Arrow(AOE)
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
travelersbackpack:travelers_backpack:0, Traveler's Backpack
travelersbackpack:travelers_backpack:1, Traveler's Backpack
travelersbackpack:travelers_backpack:2, Traveler's Backpack
travelersbackpack:travelers_backpack:3, Traveler's Backpack
travelersbackpack:travelers_backpack:4, Traveler's Backpack
travelersbackpack:travelers_backpack:5, Traveler's Backpack
travelersbackpack:travelers_backpack:6, Traveler's Backpack
travelersbackpack:travelers_backpack:7, Traveler's Backpack
travelersbackpack:travelers_backpack:8, Traveler's Backpack
travelersbackpack:travelers_backpack:9, Traveler's Backpack
travelersbackpack:travelers_backpack:10, Traveler's Backpack
travelersbackpack:travelers_backpack:11, Traveler's Backpack
travelersbackpack:travelers_backpack:12, Traveler's Backpack
travelersbackpack:travelers_backpack:13, Traveler's Backpack
travelersbackpack:travelers_backpack:14, Traveler's Backpack
travelersbackpack:travelers_backpack:15, Traveler's Backpack
travelersbackpack:travelers_backpack:16, Traveler's Backpack
travelersbackpack:travelers_backpack:17, Traveler's Backpack
travelersbackpack:travelers_backpack:18, Traveler's Backpack
travelersbackpack:travelers_backpack:19, Traveler's Backpack
travelersbackpack:travelers_backpack:20, Traveler's Backpack
travelersbackpack:travelers_backpack:21, Traveler's Backpack
travelersbackpack:travelers_backpack:22, Traveler's Backpack
travelersbackpack:travelers_backpack:23, Traveler's Backpack
travelersbackpack:travelers_backpack:24, Traveler's Backpack
travelersbackpack:travelers_backpack:25, Traveler's Backpack
travelersbackpack:travelers_backpack:26, Traveler's Backpack
travelersbackpack:travelers_backpack:27, Traveler's Backpack
travelersbackpack:travelers_backpack:28, Traveler's Backpack
travelersbackpack:travelers_backpack:29, Traveler's Backpack
travelersbackpack:travelers_backpack:30, Traveler's Backpack
travelersbackpack:travelers_backpack:31, Traveler's Backpack
travelersbackpack:travelers_backpack:32, Traveler's Backpack
